start,end,labels
449.30083808980106,449.45081944195283,OB
450.02854708967305,450.245186820559,XA
450.8932507751369,451.0099029379216,OB
451.4320509712135,451.5653677286818,XA
452.2782673719503,452.5115716975198,OB
452.8133896399034,453.0133647761058,OA
508.30277945991514,508.51941919080105,OB
508.8656652029953,509.01564655514716,XA
509.4655906116026,509.5322489903367,XB
510.13217439894396,510.2821557510958,OA
510.4710320068546,510.6543425483736,XB
511.0542928207784,511.1876095782467,OA
511.53756606660096,511.7208766081198,XB
527.5429653670781,527.6929467192299,OB
528.1095615863183,528.2928721278372,XA
528.5428410480902,528.7094869949256,OB
528.942791320495,529.1261018620139,XA
529.409399971634,529.5593813237858,OB
529.7056521997777,529.8389689572459,OA
551.1474523912838,551.3140983381192,OA
551.6807194211568,551.8307007733086,XB
563.5681085967209,563.7014253541892,OA
564.0013880584928,564.1513694106445,OB
564.3199031435964,564.4532199010647,OA
564.7031888213178,564.8365055787859,OB
565.0642116420789,565.2141929942308,OA
565.6141432666357,565.7641246187875,OB
565.9734084934264,566.1233898455782,OA
566.5566693073501,566.6733214701349,OB
566.9566195797549,567.0899363372232,OA
568.0027785686576,568.0861015420753,XB
568.991294640671,569.0769983823901,OA
587.5890065937222,587.7032782493477,OB
588.3174883983347,588.3889081831007,XA
588.9602664612282,589.0602541599005,XB
589.8037788908815,589.9537602430332,XA
590.50369186759,590.6536732197418,OB
590.8536483559443,590.970300518729,XA
591.8035302529057,591.9535116050575,OB
592.4941344911778,592.6107866539625,OA
593.1773828732026,593.2940350359873,OB
594.0106126073794,594.1272647701641,OA
594.6161362782632,594.7494530357313,XB
611.4473769086335,611.5973582607853,OB
612.2306128587596,612.363929616228,OA
633.2335353262173,633.4168458677362,OA
633.8501253295082,633.9834420869764,XA
634.5333737115332,634.7000196583684,OA
634.9666531733051,635.0833053360898,OB
648.6260876476002,648.7260752157014,OA
649.3759944083594,649.4926465711441,OB
649.7592800860806,649.8925968435489,OA
650.124013383002,650.2406655457867,XB
664.687046446368,664.7870340144692,OB
665.3869594230765,665.5369407752282,OA
665.7702451007978,665.9535556423167,OB
666.1701953732027,666.2868475359874,OA
680.7368738166557,680.8535259794405,OB
681.4367867933643,681.5867681455161,XA
682.1366997700727,682.2533519328575,OB
682.5366500424776,682.6699667999458,OA
682.9106920778354,683.0440088353037,XB
698.9066485017091,698.9866386293099,OA
699.4365830970643,699.526571990615,XB
700.1501156960865,700.2626019672625,OA
700.7211260752644,700.9068175156558,XB
701.5028465784569,701.6861571199757,OA
702.1194365817477,702.3360763126336,XB
703.0859830733928,703.2026352361776,OA
703.5210852252081,703.7543895507777,XB
704.4876317168532,704.6542776636886,OA
704.902423893898,705.0024114619993,XB
705.8152661253324,705.9985766668514,OA
725.7275689860404,725.8608857435087,OA
726.4274819627489,726.5441341255336,XB
727.1607241288243,727.3440346703433,OA
748.1137179083045,748.2970284498233,OB
748.7969662903294,748.9636122371647,XA
762.4045191944575,762.5545005466093,OB
763.0877675764824,763.2210843339507,OA
763.354401091419,763.5043824435708,XB
783.8851817415342,784.0184984990025,OA
784.501771744825,784.6517530969768,XB
785.3683306683688,785.5183120205206,OA
785.6812474911959,785.7978996539807,XB
799.2091878980665,799.3591692502182,OA
800.1072533209338,800.240570078402,XB
800.7571725135917,800.923818460427,OA
800.957147649794,801.1237935966294,XB
815.0868361553153,815.2368175074671,OB
815.7367553479731,815.9034012948085,XA
816.2700223778463,816.420003729998,XB
816.9699353545548,817.1532458960737,OA
832.1403147788482,832.323625320367,OB
833.0068737023919,833.1568550545438,OA
833.4123571410004,833.6623260612535,OB
833.8956303868229,833.9789533602404,OA
857.6445005009039,857.7611526636886,OA
858.3444134776122,858.4777302350806,XB
866.1657066464667,866.2823588092515,OA
866.6823090816563,866.8656196231752,XB
867.26556989558,867.4155512477319,XA
867.982147466972,868.1487934138074,XB
868.6820604436805,868.8153772011487,XA
869.3949275389125,869.5615734857479,XB
915.5854735255117,915.7354548776635,OA
916.2020635288025,916.3687094756378,OB
927.2081169722557,927.3580983244075,OA
928.0209716355888,928.2876051505253,XB
928.6375616388797,928.7708783963478,OA
928.9708535325503,929.1041702900186,XB
929.4041329943223,929.5374497517905,OA
950.7107286422436,950.9440329678131,OB
951.2273310774332,951.4606354030026,XA
951.8605856754075,952.0605608116098,OB
952.2772005424958,952.4271818946477,OA
968.6825826634143,968.8492286102497,OB
978.4906079796964,978.6405893318482,OB
979.0738687936201,979.3071731191895,XA
979.6238004181769,979.7904463650121,XB
980.3070488002016,980.4736947470371,OA
980.5403531257714,980.657005288556,OB
980.9403033981761,981.1236139396949,OA
981.4735704280492,981.6235517802011,XB
982.0105479340823,982.1938584756014,OA
982.4604919905378,982.7271255054743,XB
1000.904487829051,1001.054469181203,OA
1009.5793207068529,1009.712637464321,OA
1010.1959107101436,1010.3458920622954,XB
1010.7291777400168,1010.8791590921686,OA
1011.4290907167252,1011.54574287951,OB
1011.9123639625477,1012.0790099093832,OA
1029.595386707895,1029.7453680600468,OA
1030.528604010173,1030.6785853623248,XB
1031.1785232028308,1031.3285045549826,XA
1031.9284299635897,1032.0784113157415,XB
1050.7853301930315,1050.9353115451834,OB
1051.537059643834,1051.787028564087,OA
1052.0018456049295,1052.1851561464484,OB
1052.7184231763215,1052.8350753391064,OA
1053.3183485849288,1053.518323721131,OB
1069.2163719130212,1069.3996824545402,OB
1069.7496389428945,1069.982943268464,XA
1070.516210298337,1070.6495270558053,OB
1070.9161605707418,1071.0828065175772,XA
1071.2661170590961,1071.4327630059313,OB
1071.593875786563,1071.8105155174492,OA
1072.027155248335,1072.210465789854,OB
1072.4437701154236,1072.5770868728919,OA
1088.4028535599734,1088.536170317442,OA
1089.1694249154161,1089.3360708622515,OB
1089.4860522144036,1089.6360335665552,XA
1108.702152574563,1108.9021277107652,OA
1109.4540122175113,1109.6706519483973,XB
1109.970614652701,1110.1539251942197,OA
1110.4223813991998,1110.6223565354023,OB
1110.805667076921,1110.955648429073,OA
1111.1407816606354,1111.3240922021544,OB
1111.6332985488216,1111.8166090903403,OA
1111.9647677524486,1112.0814199152335,OB
1130.5457908245903,1130.6791075820584,OB
1131.1123870438305,1131.2457038012985,XA
1131.91228758864,1132.1122627248426,OB
1132.2622440769944,1132.4455546185131,OA
1148.4435655147067,1148.6102114615423,OB
1149.1027283497283,1149.3027034859308,OA
1149.3249663428905,1149.4916122897262,XB
1149.8082395887131,1149.9748855355485,OA
1150.2136579312485,1150.3469746887167,OB
1150.8322008167288,1150.9655175741973,OA
1151.1691380904865,1151.3191194426383,XB
1152.0800925358046,1152.2467384826398,OA
1152.4763974281225,1152.593049590907,XB
1153.1392056432308,1153.3058515900661,OA
1153.6224788890534,1153.8391186199392,XB
1154.309502843311,1154.4594841954631,OA
1179.4453098883587,1179.645285024561,OA
1180.2432575509788,1180.4265680924977,XB
1180.693201607434,1180.8598475542697,OA
1181.1764748532567,1181.3764499894592,OB
1199.190901706158,1199.3575476529934,OA
1199.8074917094489,1199.9408084669171,XB
1200.4352782372926,1200.6019241841282,OA
1221.5734052483351,1221.723386600487,OB
1222.271365342854,1222.5379988577909,OA
1233.2052923374426,1233.3886028789614,OB
1233.9551990982015,1234.1385096397207,OA
1234.3291109414135,1234.5290860776158,OB
1248.2940412862158,1248.4273580436843,OB
1248.8773021001396,1248.9939542629245,OA
1249.1310465926258,1249.3143571341445,XB
1259.8092762125386,1259.9592575646902,OA
1260.5925121626647,1260.725828920133,OB
1260.8424810829179,1261.0591208138037,XA
1276.6757989144655,1276.8257802666174,OA
1277.5034303863658,1277.6534117385177,XB
1278.1569949591105,1278.290311716579,XA
1279.014310240291,1279.1142978083922,OB
1279.3309375392782,1279.4642542967465,OA
1279.9031320207948,1280.0531133729467,XB
1280.4974591671255,1280.6807697086444,OA
1306.7331294612864,1306.8664462187546,OB
1307.3738050115805,1307.6071093371502,XA
1308.1052244876125,1308.2552058397646,OB
1308.4644246183304,1308.6144059704823,OA
1308.9643624588364,1309.164337595039,XB
1309.664275435545,1309.8642505717473,OA
1334.1797169050685,1334.346362851904,OB
1334.9573545929181,1335.140665134437,OA
1390.815253282084,1391.03189301297,OB
1391.3429220496807,1391.5262325911995,XA
1391.950268410608,1392.1002497627599,XB
1392.615029507906,1392.7483462653743,OA
1393.0131570902672,1393.2131322264697,OB
1404.2191856699226,1404.4524899954924,OB
1404.8819938850313,1405.06530442655,XA
1405.2578586104325,1405.5411567200526,OB
1406.1189494638459,1406.3355891947317,OA
1406.6355518990354,1406.8188624405543,OB
1407.3113793287403,1407.5613482489935,OA
1407.9279693320311,1408.11127987355,XB
1408.7445344715243,1409.044497175828,OA
1409.2703805490773,1409.5370140640139,XB
1410.1461831149848,1410.3628228458706,OA
1410.7627731182756,1411.0627358225793,XB
1411.7478068946475,1412.0144404095843,OA
1412.2810739245206,1412.481049060723,XB
1413.101414636247,1413.384712745867,OA
1433.1599883729468,1433.3766281038327,OA
1433.848835017248,1434.032145558767,OB
1434.3321082630705,1434.5820771833237,XA
1434.81160593666,1434.9782518834954,OB
1435.1541414726944,1435.3374520142133,OA
1435.5430254126923,1435.7763297382617,OB
1435.9263110904135,1436.1596154159831,OA
1455.3405638967317,1455.590532816985,OA
1456.2756038890534,1456.5255728093064,XB
1456.7108362330146,1456.9441405585842,OA
1472.4359585570764,1472.7359219468792,OB
1473.1358731332828,1473.4358365230853,XA
1473.9440752743621,1474.2190417150146,XB
1474.549243304571,1474.699224656723,OA
1474.7752568699666,1475.0585549795867,OB
1491.80451975435,1492.0044948905525,OB
1492.5526038250655,1492.8025727453187,OA
1492.9896588590705,1493.1729694005894,OB
1514.903600867919,1515.0869114094378,OA
1515.6312447717182,1515.8978782866545,XB
1516.377375960244,1516.5773510964466,OA
1516.9106429901174,1517.0606243422692,XB
1517.5532714226013,1517.703252774753,OA
1518.5067986996496,1518.673444646485,OB
1519.1641388446276,1519.4141077648806,OA
1543.9369701867242,1544.1036161335594,OA
1544.5684020946549,1544.7350480414905,OB
1544.8832067035987,1545.0498526504339,OA
1545.4108754711954,1545.594186012714,OB
1545.8108257436,1546.0108008798024,OA
1546.0959465432636,1546.3625800582001,XB
1546.6329891453697,1546.8329642815722,OA
1567.9580720780182,1568.1747118089042,OB
1568.7079788387773,1568.8912893802963,OA
1569.1579228952326,1569.3745626261186,OB
1569.5468068352304,1569.7134527820658,OA
1587.5556354258554,1587.7556105620579,OB
1588.355535970665,1588.6055048909182,OA
1588.8924483806252,1589.042429732777,OB
1608.7104270315813,1608.9104021677838,OA
1609.4529128400204,1609.6362233815391,OB
1609.786204733691,1609.9528506805266,OA
1610.1694904114124,1610.436123926349,OB
1631.4168486329195,1631.6668175531727,OA
1632.0167740415268,1632.2334137724129,XB
1632.7000224235517,1632.9166621544377,OA
1633.2666186427919,1633.516587563045,OB
1633.605508798739,1633.788819340258,OA
1634.0772655719743,1634.402225910927,OB
1634.5744705136656,1634.7994430560173,OA
1658.2660125811133,1658.4409912251647,OB
1658.9159332590189,1659.0909119030703,XA
1659.4658661403237,1659.615847835225,XB
1660.0157990216283,1660.1657807165298,OA
1660.4157502080318,1660.5657319029333,OB
1678.2301775395324,1678.4551500818843,OB
1678.8580305982664,1679.1080000897687,XA
1694.731093308655,1695.0060597493075,OA
1695.353087707432,1695.6280541480844,XB
1696.2002499372263,1696.4502194287284,OA
1717.0033750014998,1717.3033383913023,OA
1730.5905838853,1730.815556427652,OA
1731.290498461506,1731.4904740547079,OB
1731.615458800459,1731.840431342811,OA
1732.0154099868626,1732.2403825292145,OB
1732.7403215122188,1732.965294054571,OA
1733.1902665969228,1733.465233037575,XB
1757.8122615098878,1758.06223100139,OB
1758.537173035244,1758.7371486284458,OA
1758.8287390124417,1759.0287146056435,OB
1759.1536993513944,1759.328677995446,OA
1818.3048784534162,1818.5048540466178,OB
1819.2824935115882,1819.5824569013907,OA
1819.787900577219,1819.9878761704208,OB
1820.1878517636226,1820.362830407674,OA
1820.7377846449274,1820.937760238129,OB
1847.6733643749442,1847.898336917296,OA
1848.32328505285,1848.5232606460515,XB
1849.0481965782062,1849.2481721714078,OA
1905.0108976429185,1905.2608671344206,OA
1905.7942004791805,1905.9441821740818,OB
1906.0996319516094,1906.2996075448114,XA
1906.474586188863,1906.6745617820645,OB
1906.8911369118114,1907.1161094541637,OA
1907.2190265807428,1907.4190021739446,OB
1907.8078219064296,1908.057791397932,OA
1908.274366527679,1908.4993390700306,XB
1921.4922845455176,1921.6922601387196,OA
1922.1422052234232,1922.3921747149252,XB
1922.5392270798482,1922.7891965713507,XA
1923.4141203001059,1923.6140958933076,OB
1944.0061383172595,1944.2811047579116,OB
1944.7283158013022,1944.9782852928042,XA
1945.5559491645727,1945.830915605225,OB
1946.0254231158003,1946.2753926073024,OA
1964.8647253624597,1965.1646887522622,OB
1965.4035267898462,1965.6035023830477,XA
1966.053447467752,1966.2534230609535,XB
1966.6533742473569,1966.9033437388591,OA
1967.2144385825802,1967.3894172266318,OB
1967.6116557276705,1967.886622168323,XA
1968.1865855581254,1968.3865611513274,OB
1968.6892585824432,1968.914231124795,OA
1969.1196748006237,1969.3446473429756,OB
1991.886427393846,1992.0864029870474,OA
1992.3613694277,1992.5863419700518,OB
1992.6947271792578,1992.9196997216097,XA
1993.1841365643509,1993.3841117005534,OB
2010.9855690664535,2011.2188733920232,OA
2011.8701212187887,2012.0950937611408,XB
2034.061748692891,2034.2117303877924,OB
2034.703467246856,2034.8784458909076,XA
2035.0172961318908,2035.2172717250928,OB
2035.5699630545091,2035.7949355968608,OA
2052.934445301306,2053.1844147928077,OB
2053.5489212573766,2053.788890982102,XA
2054.282266236453,2054.4822410070574,XB
2054.9265599504943,2055.106537244038,XA
2055.6086613946027,2055.808636165207,OB
2075.8595439846745,2076.0995137093996,OA
2076.4483759459313,2076.6483507165353,XB
2077.128290165986,2077.368259890711,OA
2077.3926318158788,2077.6326015406044,OB
2093.3262465849475,2093.4662289243706,OA
2094.1994176731578,2094.439387397883,XB
2094.7771572838565,2094.9771320544614,OA
2095.0593091867563,2095.2392864803,XB
2112.7325482297947,2112.99251543158,OB
2113.1637438289104,2113.323723645394,XA
2114.0280097906166,2114.287976992402,XB
2130.1819467676487,2130.4485802825857,OB
2130.8929260767645,2131.0595720235997,OA
2131.2336389227553,2131.500272437692,XB
2131.733576763261,2131.9668810888306,OA
2132.060118301307,2132.197601521633,OB
2156.3115814229036,2156.5515511476287,OA
2164.0173279936257,2164.1973052871695,OA
2164.6683396101166,2164.8283194266,XB
2165.4082462613533,2165.6082210319582,OA
2166.001452670717,2166.4213996889857,XB
2178.635483724812,2178.875453449537,OA
2179.421937331389,2179.54692207714,XB
2186.6737866262656,2186.9737500160686,OA
2187.3737012024717,2187.5986737448234,XB
2187.76525497627,2188.0152244677724,XA
2188.6458115678197,2188.9457749576222,OB
2199.9637661615766,2200.213735653079,OB
2200.424842700199,2200.699809140852,OA
2213.7093541528834,2213.909329746085,OB
2214.187030228051,2214.436999719553,XA
2214.667635633197,2214.892608175549,XB
2215.2175685145016,2215.517531904304,OA
2232.7624974879764,2232.9624730811784,OA
2233.5374029116338,2233.7873724031356,XB
2234.0373418946374,2234.3123083352903,OA
2234.434559039728,2234.68452853123,XB
2235.0844797176337,2235.3094522599854,OA
2235.5678191640927,2235.7178008589945,XB
2236.5149691904876,2236.78993563114,OA
2255.3320085293108,2255.5319841225123,OA
2256.1235134895123,2256.323489082714,OB
2256.3680148983876,2256.6179843898904,XA
2256.9068163257743,2257.106791918976,OB
2257.58173395283,2257.7567125968812,OA
2258.001214005757,2258.226186548109,OB
2285.1229038337437,2285.3228794269457,OB
2285.753295645126,2285.953271238328,XA
2286.453210221332,2286.628188865384,OB
2286.8531614077356,2287.0281400517874,OA
2287.203118695839,2287.403094289041,OB
2287.5142135395595,2287.6891921836113,OA
2288.214128115766,2288.3891067598174,OB
2288.9085746093456,2289.1335471516973,OA
2343.1712878431777,2343.39626038553,OB
2343.8768657906758,2344.051844434727,OB
2344.354541865843,2344.5295205098946,OB
2344.6545052556457,2344.8544808488473,OB
2365.7712639162883,2365.9962364586404,OB
2366.4241139241726,2366.599092568224,OB
2367.212884843061,2367.5128482328637,OB
2367.9627933175675,2368.0877780633186,OB
2390.5127754923783,2390.6877541364292,OB
2391.0877053228332,2391.287680916035,XA
2391.6626351532877,2391.8126168481895,XB
2392.0709837522963,2392.245962396348,OA
2411.2325122965954,2411.407490940647,OA
2411.8185735809693,2411.9685552758706,XB
2412.48509379542,2412.710066337772,XA
2413.2599992190767,2413.4599748122782,XB
2413.9433142587377,2414.093295953639,OA
2414.4237243752186,2414.57370607012,XB
2415.040250691369,2415.315217132021,OA
2437.287535435063,2437.487511028265,OB
2438.031975826943,2438.281945318445,OA
2438.4096641055094,2438.6096396987114,XB
2503.7266922350304,2503.951664777382,OB
2504.432270182528,2504.6072488265795,OA
2504.723836159726,2504.898814803777,OB
2522.624385792595,2522.7743674874964,OB
2523.3326977814068,2523.507676425458,OA
2523.8687651674795,2524.0437438115314,OB
2538.5751733917477,2538.7751489849493,OA
2539.188965666585,2539.4639321072373,XB
2539.769558868332,2539.9695344615334,XA
2540.619455139439,2540.9194185292417,OB
2560.0725496609357,2560.2725252541372,OA
2560.6863419357724,2560.911314478125,OB
2561.097424576095,2561.2974001692965,OA
2584.975174385845,2585.1501530298965,OB
2585.677823003364,2585.827804698266,XA
2586.2722817003432,2586.422263395244,XB
2586.6722328867468,2586.8722084799483,OA
2587.566459684863,2587.7914322272145,OA
2587.1221779714506,2587.372147462953,OB
2605.196974579452,2605.496937283756,OB
2605.6672286106777,2605.8005453681462,OA
2606.244816750065,2606.46478899773,OB
2606.6697922069206,2606.9197616984234,OA
2607.066814063346,2607.2667896565476,OB
2607.4417683005995,2607.666740842951,OA
2631.1472735076118,2631.3472491008133,OA
2631.933310385187,2632.058295130938,XB
2632.413720501668,2632.563702196569,OA
2648.817382515503,2649.067352007005,OA
2649.3061900445887,2649.48116868864,OB
2649.7561351292925,2649.9561107224945,OA
2650.2004168427043,2650.4253893850564,OB
2650.4894440672547,2650.6644227113056,XA
2651.0059825868034,2651.1809612308552,OB
2651.530918518958,2651.75589106131,OA
2651.839279321366,2652.0642518637183,OB
2672.658808633519,2672.8337872775705,OB
2673.3866494888543,2673.5616281329058,XA
2673.8809251005664,2674.055903744618,XB
2674.5974392133176,2674.7724178573694,OA
2675.205763405528,2675.4057389987297,OB
2675.536387115773,2675.636374912374,XA
2676.086319997077,2676.286295590279,OB
2676.4612742343306,2676.6362528783825,XA
2677.1805223883953,2677.330504083297,OB
2677.51114609864,2677.636130844391,XA
2678.07767851649,2678.202663262241,OB
2698.0363753922825,2698.2613479346346,OB
2698.7278925558835,2698.9278681490855,XA
2699.2473604054117,2699.422339049463,OB
2722.000052214737,2722.125036960488,OA
2722.730627111385,2722.8806088062865,OB
2722.972199190282,2723.197171732634,XA
2723.5498630620505,2723.8498264518535,XB
2741.8642293765556,2742.1141988680574,OA
2742.697526111118,2742.8725047551693,OB
2750.0596921421547,2750.272166209931,OA
2759.997346450023,2760.122331195774,OA
2760.7138605627747,2760.8263468339505,XB
2761.34107367314,2761.491055025292,OA
2787.936535990386,2788.0865176852876,OB
2788.4919369543177,2788.641918649219,XA
2789.0252702990774,2789.200248943129,XB
2789.597466088219,2789.7224508339705,OA
2790.1278701030005,2790.352842645352,OB
2790.6000780955414,2790.825050637893,OA
2790.9193750632026,2791.0693567581034,OB
2809.000566711415,2809.1755453554665,OB
2809.6088909036257,2809.758872598527,OA
2810.055906658351,2810.2308853024024,XB
2810.6253684061794,2810.7503531519305,OA
2811.075313490883,2811.250292134935,XB
2811.7668306544847,2811.9168123493855,OA
2812.344689814918,2812.5196684589696,XB
2813.663864748588,2813.7638525451885,OA
2814.2860544360296,2814.461033080081,OB
2814.833253276021,2814.9832349709227,XA
2815.5497673887726,2815.7747399311243,OB
2836.580599036711,2836.780574629913,OA
2837.20825680678,2837.2832476542308,OB
2837.4970887426643,2837.722061285016,OA
2837.8943058877544,2838.1442753792567,OB
2854.6783902214697,2854.9033627638214,OA
2855.5032895434265,2855.653271238328,OB
2856.036427599521,2856.2114062435726,OA
2856.6781461534865,2856.928115644989,OB
2857.1669536825725,2857.3419323266244,OA
2879.653076463851,2879.7780612096017,OB
2880.4057189796704,2880.605694572872,OA
2902.4003001905494,2902.6252727329015,OB
2902.9806981036313,2903.1556767476823,XA
2903.5278969436226,2903.7028755876745,XB
2904.1334870945198,2904.3084657385716,OA
2933.432645539889,2933.6076241839405,OA
2933.968712925962,2934.1436915700133,XB
2934.479783362885,2934.704755905237,OA
2934.9024920895395,2935.0824695315405,OB
2956.0791290915,2956.4124209851707,OA
2956.812371257576,2957.0456755831456,OB
2957.1641504359736,2957.364125572176,OA
2982.5464112133322,2982.9463614857373,OB
2983.153627382114,2983.3869317076837,XA
2983.7423562661684,2983.975660591738,XB
2984.464662291983,2984.7646249962863,OA
2985.083074985317,2985.3163793108865,OB
2985.505157922536,2985.7051330587383,OA
3007.472739095522,3007.806030989193,OA
3008.1356775027766,3008.302323449612,XB
3008.724406386831,3008.8910523336663,XA
3009.5243069316402,3009.724282067843,OB
3068.0503634602155,3068.350326164519,OA
3068.8429732448512,3069.0762775704206,XB
3069.2280816126163,3069.3947275594514,OA
3069.702241408221,3069.9355457337906,OB
3070.1094824407996,3070.2761283876353,OA
3070.5021419530303,3070.702117089233,OB
3070.9020922254354,3071.168725740372,OA
3071.372346256662,3071.605650582231,XB
3088.062718985098,3088.296023310667,OA
3088.7553412016327,3089.0219747165693,OB
3089.207107948131,3089.4737414630677,OA
3089.5700836510814,3089.9367047341198,XB
3107.5642005292125,3107.830834044149,OB
3108.097467559086,3108.3307718846554,XA
3108.726816392681,3108.8934623395166,XB
3109.260083422554,3109.5267169374906,OA
3109.615768365331,3109.8157435015337,OB
3110.02300939791,3110.222984534112,OA
3131.516691159583,3131.716666295785,OB
3132.183274946924,3132.483237651228,OA
3132.616554408696,3132.783200355532,OB
3133.0498338704683,3133.2831381960377,OA
3133.3682838594987,3133.5349298063343,OB
3133.9903419329203,3134.2236462584897,OA
3134.4348179192452,3134.7014514341818,XB
3135.5161938836313,3135.7494982092007,OA
3157.4725785320647,3157.672553668267,OA
3158.213371842606,3158.3800177894414,XB
3158.9057336748488,3159.1057088110506,XA
3159.613197796023,3159.8798313109596,OB
3178.4626770731447,3178.6626522093475,OA
3179.3774070906957,3179.544053037531,XB
3180.058832782677,3180.2921371082466,XA
3180.8363402783807,3181.1029737933172,OB
3181.2105125058847,3181.3438292633527,OA
3181.502924065722,3181.7028992019245,OB
3182.0882679539814,3182.354901468918,OA
3182.462179797193,3182.5621673652945,XB
3211.5806947794595,3211.7806699156617,OB
3212.521463226203,3212.6214507943046,OA
3230.5192254844214,3230.752529809991,OB
3231.252467650497,3231.452442786699,OA
3231.6448667784352,3231.878171104005,OB
3232.0448170508407,3232.3114505657772,OA
3232.4374765630714,3232.670780888641,XB
3232.9707435929445,3233.1707187291468,OA
3233.3855357699895,3233.5855109061918,XB
3265.84061506905,3266.073919394619,OA
3266.459027762384,3266.5923445198523,XB
3267.044371650643,3267.3443343549466,OA
3282.031310341272,3282.2979438562083,OA
3282.6312357498787,3282.897869264815,XB
3283.4756620086087,3283.6089787660767,OA
3283.9495614199213,3284.1828657454907,OB
3306.7727653761904,3306.972740512393,OB
3307.398468829699,3307.5984439659014,XA
3308.1132237110473,3308.31319884725,OB
3308.4871355542596,3308.753769069196,OA
3329.9290008418384,3330.0289884099393,OB
3330.5067935856314,3330.7734271005684,XA
3331.269719560987,3331.5363530759237,XB
3353.966897519962,3354.133543466797,OA
3354.496258785456,3354.629575542924,XB
3355.470356421567,3355.7036607471364,XA
3356.1184529241814,3356.385086439118,OB
3356.5220485766736,3356.722023712876,XA
3379.5310142331064,3379.83097693741,OB
3377.6712419201226,3377.837887866958,OA
3378.3896421815584,3378.622946507128,XB
