frame,player1,player2
03191,550,537
03210,550,537
03230,550,537
03234,550,537
03240,-,537
03257,-,537
03272,-,569
03274,-,569
03277,-,572
03279,-,572
03282,-,572
03284,-,572
03291,-,580
03296,-,580
03309,-,580
03315,-,-
03319,-,587
03320,-,587
03324,-,587
03325,-,587
03327,-,587
03330,-,587
03331,-,587
03335,-,587
03348,-,587
03356,-,587
03360,603,587
03361,603,587
03366,603,587
03372,-,587
03382,609,587
03391,609,587
03420,-,587
03424,-,587
03433,617,587
03450,619,587
03548,-,587
03563,-,587
03573,-,587
03615,631,587
03663,633,587
03694,-,587
03766,641,642
03783,643,642
03794,643,642
03799,646,642
03804,647,642
03820,649,642
03827,650,642
03837,652,642
03875,652,642
03880,-,655
03885,657,655
03892,657,658
03921,657,658
03940,661,658
03956,662,658
03981,662,663
04010,-,663
04018,668,663
04035,-,663
04040,673,663
04045,673,663
04051,675,663
04084,675,676
04097,678,676
04108,-,676
04122,-,676
04130,-,676
04144,686,676
04149,686,676
04172,692,676
04191,692,676
04203,692,676
04207,692,676
04230,705,676
04233,705,676
04242,-,709
04243,-,709
04244,711,709
04250,711,714
04257,717,714
04258,717,714
04268,-,-
04270,-,722
04281,-,-
04291,-,-
04292,-,-
04300,730,-
04307,-,-
04324,-,736
04325,737,736
04338,-,736
04340,741,736
04343,741,736
04346,743,736
04351,743,736
04364,747,736
04367,747,736
04372,747,736
04378,-,754
04382,-,754
04387,-,759
04388,760,759
04391,-,759
04392,-,759
04396,-,765
04406,-,765
04411,-,765
04421,-,765
04422,775,765
04445,-,765
04452,-,765
04462,784,765
04480,787,765
04495,788,765
04510,790,765
04518,791,765
04523,792,765
04536,796,765
04538,796,765
04595,796,765
04607,796,765
04636,-,765
04648,-,765
04699,812,765
04704,813,765
04716,814,765
04824,-,765
04841,830,765
04851,-,831
04875,833,831
04926,-,831
04945,-,831
04969,-,831
04997,-,831
05002,-,831
05003,-,831
05008,-,831
05020,-,831
05027,-,831
05036,-,831
05041,-,831
05053,858,831
05082,863,831
05116,864,-
05132,864,-
05153,864,867
05192,868,867
05221,870,867
05240,-,867
05252,-,867
05270,-,867
05319,-,867
05401,-,867
05425,-,867
05445,885,867
05492,-,867
05535,-,867
05565,893,867
05590,894,867
05666,894,900
05676,-,-
05678,905,904
05683,-,904
05689,-,-
05691,-,912
05694,-,-
05695,-,-
05699,-,916
05708,-,-
05710,922,-
05718,-,-
05722,926,-
05723,926,-
05731,-,-
05732,933,-
05737,-,-
05744,-,-
05745,-,-
05752,-,945
05754,946,945
05766,-,945
05768,948,945
05772,948,945
05776,948,945
05786,948,-
05790,955,-
05797,955,-
05801,959,-
05808,959,-
05832,959,966
05834,959,966
05843,959,-
05853,959,-
05867,971,-
05868,971,-
05876,973,-
05883,973,974
05930,973,-
05990,973,-
05992,973,978
06072,-,-
06085,-,981
06086,982,981
06130,983,981
06210,983,985
06231,983,-
06246,983,-
06286,983,990
06347,983,990
06421,983,990
06444,983,990
06470,983,990
06481,983,990
06558,983,1001
06655,983,1005
06659,983,1005
06719,983,1005
06732,983,1005
06736,983,1011
06837,983,1013
06883,983,1016
06904,983,1018
06914,983,1018
06934,983,1018
06971,1021,-
06973,1021,1022
07000,1021,1023
07012,1021,-
07015,1021,1027
07021,1021,1028
07022,1021,1028
07024,1021,1028
07027,-,1028
07040,1033,1028
07046,1033,1028
07052,1037,1028
07055,1037,-
07057,1037,1039
07128,1037,1046
07141,1037,-
07142,1037,1054
07155,1057,1054
07163,-,1054
07167,-,1054
07169,-,1054
07170,-,1054
07173,1065,1054
07177,1065,1054
07195,-,-
07197,1070,-
07199,1070,-
07203,-,-
07205,1073,-
07218,-,1077
07230,-,-
07236,-,-
07245,1092,-
07250,1093,-
07251,1093,1096
07256,1097,1096
07257,1097,1096
07265,1097,1096
07275,1106,-
07281,1109,-
07283,1109,-
07297,1114,-
07302,1114,1116
07307,1117,1116
07313,1117,1119
07326,1117,1119
07375,1117,1121
07413,1117,1121
07520,1117,1128
07535,1117,-
07567,1117,1134
07592,1117,1138
07621,1117,-
07641,1117,1146
07650,1117,1146
07665,1117,1146
07707,1117,1152
07741,1117,1152
07808,1117,1156
07816,1117,1156
07833,1117,1159
07852,1117,1162
07861,1117,1164
07866,1117,1164
07873,1117,-
07874,1117,-
07887,1117,-
07901,1117,1173
07915,1117,1173
07941,1117,1173
07955,1117,1173
07974,1117,1179
07993,1117,-
07994,1117,1184
07998,1117,1184
07999,1117,1184
08002,1117,1184
08006,1117,1184
08008,1117,1184
08012,1117,1184
08020,1117,-
08027,1117,-
08028,1117,1203
08035,1117,1203
08041,1117,-
08044,1209,-
08046,1209,-
08047,1209,1211
08051,1209,1211
08055,1209,1211
08064,1209,1211
08065,1209,1211
08070,1209,1211
08078,-,1211
08083,-,1211
08085,-,1211
08086,-,1211
08092,-,1211
08107,-,1211
08122,-,1211
08136,-,1211
08156,-,1211
08158,-,1211
08162,-,1211
08163,-,1211
08168,-,1211
08171,-,1242
08173,-,1242
08180,-,1242
08183,-,1242
08187,-,1242
08189,1256,1242
08190,1256,1242
08191,1256,1242
08192,1256,1242
08212,1256,1242
08224,1256,1242
08263,1256,1279
08274,1256,1281
08276,1256,1281
08279,1256,1283
08280,1256,1283
08287,1256,1283
08299,1256,1283
08302,1256,1283
08318,1256,1291
08323,1256,1292
08344,1256,1293
08375,1256,1293
08379,1256,1293
08382,1256,1293
08415,1256,1300
08461,-,1300
08476,-,1302
08494,-,1305
08498,-,1305
08505,-,1308
08506,-,1308
08533,-,1310
08547,-,1313
08550,-,1313
08553,-,1315
08560,-,1316
08605,-,1318
08610,-,1319
08635,-,-
08639,-,1321
08685,-,1323
08691,-,1324
08693,-,1324
08707,-,1324
08727,1328,1324
08728,1328,1324
08758,1328,1330
08761,1331,1330
08810,1331,1330
08914,1331,1330
08944,-,1335
08967,-,-
08973,-,1342
08996,1344,-
09016,1344,1345
09019,1346,1345
09030,1347,-
09067,1347,1348
09113,1349,-
09128,1349,-
09190,1349,1353
09194,1349,1357
09201,1349,1358
09220,1349,1360
09226,-,1361
09228,1362,1361
09247,1362,1363
09277,-,-
09288,-,1365
09313,-,1365
09320,-,1367
09335,-,1369
09340,-,-
09350,-,1371
09357,-,1371
09362,-,1371
09423,-,1371
09448,-,1371
09468,-,1371
09473,-,1371
09561,-,1371
09586,-,1371
09604,-,1389
09617,-,-
09645,-,1392
09651,-,-
09681,1398,1397
09701,1398,1400
09714,1398,1401
09741,1398,-
09805,1398,-
09810,1398,-
09900,1398,1421
09907,1422,-
09918,1423,-
09942,1423,1424
09977,1423,1426
10054,1423,1427
10055,1423,1427
10066,1423,1427
10072,1423,1430
10080,1423,1431
10127,1423,1433
10134,1423,1434
10260,1423,1434
10303,1438,-
10328,1438,1443
10337,1438,1444
10348,1438,1445
10372,-,1448
10394,-,1449
10397,1450,-
10398,1450,1451
10486,1450,1455
10506,1450,1455
10545,1450,1455
10569,1450,1455
10572,1450,1455
10605,1450,1455
10640,1450,1470
10649,1450,-
10678,1450,1474
10683,1450,1476
10717,1450,1479
10727,1450,1479
10754,-,1479
10771,-,1479
10785,-,1488
10795,-,1488
10825,-,1495
10830,-,1495
10846,-,1498
10856,-,1501
10859,-,1501
10868,1503,1501
10874,1503,1501
10878,1503,1501
10884,1503,1501
10891,1503,1501
10911,1503,1501
10920,1503,-
10947,1503,-
10970,1503,1519
10975,1503,1519
10981,1503,1519
10998,1503,1522
11051,1503,1529
11070,1531,-
11078,1531,1532
11101,1531,-
11242,1531,-
11247,1531,1546
11253,1531,-
11259,1531,-
11275,1531,1552
11281,1531,1555
11288,1531,-
11307,1531,-
11314,1531,1561
11334,1531,-
11362,1531,-
11388,1531,-
11395,1531,-
11396,1531,1569
11416,1531,-
11420,1531,-
11427,1531,1576
11433,1531,1577
11455,1531,1580
11479,1531,1580
11488,1531,1580
11495,1531,1585
11511,1531,1585
11530,1531,1585
11560,1531,-
11564,1531,1595
11574,1531,-
11578,1531,-
11584,1531,1599
11592,1531,1601
11602,1531,1603
11635,1604,-
11687,1604,-
11718,1604,1611
11757,1604,1613
11830,-,1613
11880,-,-
11893,-,-
11973,-,-
11982,-,-
11988,1625,-
11989,1625,1626
12007,1625,1627
12026,1625,-
12028,1625,1634
12037,1625,1634
12045,1625,1634
12050,1625,1634
12071,1625,1639
12096,-,1639
12112,-,1642
12214,-,1642
12216,-,1642
12221,-,1642
12262,-,1642
12276,1648,1642
12282,1648,1642
12293,1648,1651
12323,1648,1651
12364,1648,1651
12381,1648,1651
12440,1648,1658
12533,1648,-
12545,1648,-
12552,1648,1666
12559,1648,1667
12571,1648,-
12572,1648,1669
12575,1670,-
12579,1670,1671
12595,1670,1672
12602,1670,1672
12639,1675,1672
12699,1675,1672
12713,1675,1672
12724,1675,1672
12741,1675,1672
12765,1675,1672
12778,1675,1672
12791,1675,1672
12795,1675,1672
12811,1675,1672
12815,1675,1672
12822,1675,1672
12828,1675,1672
12832,1675,1672
12843,1675,1672
12854,1675,1672
12877,1675,1701
12884,1675,1703
12904,1675,1708
12917,1675,1708
12948,1675,-
12978,-,-
12982,-,-
12993,-,-
13006,-,-
13011,-,-
13029,-,-
13042,-,1731
13055,1734,1731
13081,1734,1736
13104,1734,1741
13107,1741,1741
13110,1743,-
13120,1743,-
13125,1743,1747
13135,1743,1748
13176,1743,-
13220,1743,-
13227,1743,-
13241,1743,-
13247,1743,-
13277,1743,-
13279,1743,-
13285,1743,-
13289,1743,-
13301,1743,1771
13307,1743,1772
13310,1743,1772
13320,1743,-
13324,1743,1775
13332,1778,1775
13338,1779,1775
13348,-,-
13359,1782,-
13370,1782,1783
13415,1785,-
13441,1788,-
13457,1788,-
13464,1788,-
13467,1788,1794
13470,1788,1794
13481,1788,-
13496,1788,-
13500,1788,-
13507,1788,-
13516,1788,-
13522,1788,-
13540,1788,-
13557,1788,-
13562,1788,-
13564,1788,1816
13573,1788,1818
13608,1788,1821
13630,1788,1821
13641,1788,1823
13647,1788,1823
13681,-,-
13685,-,-
13686,-,-
13705,1833,-
13720,1833,-
13728,1833,-
13743,1833,1841
13746,1833,-
13765,1833,-
13770,1833,-
13779,1833,1850
13781,1833,1850
13787,1833,1850
14041,1833,1853
14080,1833,1854
14136,1833,-
14154,1833,-
14174,1833,1859
14315,1833,1859
14330,1833,1859
14357,1833,1859
14375,1833,1866
14465,1833,1869
14511,-,1870
14521,-,1871
14532,-,1873
14555,-,1873
14570,1876,-
14608,1876,-
14619,1876,1878
14631,1876,1878
14680,1876,1883
14691,1876,1883
14700,1876,1883
14728,1876,-
14740,1876,-
14758,1876,-
14771,1894,-
14775,1894,-
14776,1894,-
14779,1901,-
14792,1905,-
14795,1905,-
14830,1905,-
14888,-,-
14921,1923,-
14973,1927,-
14994,1929,-
15015,1931,-
15022,-,-
15024,1933,-
15034,-,-
15047,1944,-
15061,1944,-
15069,1944,-
15079,1944,-
15088,1944,-
15126,1944,-
15149,1955,-
15153,1955,-
15159,1959,-
15165,1959,-
15166,1959,1963
15170,1959,1963
15174,-,1963
15187,-,1963
15203,-,1963
15204,-,1963
15212,-,1963
15221,-,1963
15244,-,1963
15249,-,1963
15262,-,1987
15274,-,1987
15276,-,1987
15285,-,1987
15291,-,1987
15292,-,1987
15294,1994,1987
15329,-,1987
15349,-,1987
15351,-,1987
15358,-,1987
15364,-,1987
15367,2003,1987
15374,2004,1987
15376,2004,1987
15384,2004,1987
15395,-,1987
15396,-,1987
15398,2012,1987
15415,-,1987
15416,-,1987
15422,-,1987
15433,-,1987
15438,-,1987
15440,-,1987
15446,-,1987
15471,-,1987
15486,-,1987
15503,-,1987
15508,-,1987
15513,2042,1987
15531,2044,-
15536,2044,-
15541,2044,-
15557,-,-
15572,-,-
15583,2055,-
15592,2059,-
15593,2059,-
15614,-,-
15621,2069,-
15632,-,-
15634,2073,-
15639,2075,-
15646,2078,-
15657,2078,-
15661,2078,2083
15671,2084,2083
15694,-,2083
15698,-,2083
15701,-,2083
15715,-,2083
15723,-,2083
15741,2093,2083
15753,2093,2083
15759,-,2083
15817,-,2083
15856,-,2083
15862,-,2083
15863,-,2083
15871,-,2083
15883,2109,2083
15889,-,2083
15890,2112,2083
15891,2112,2083
15897,2112,2083
15903,-,2083
15925,-,2083
15949,-,2083
15953,-,2083
15962,-,2083
15965,-,2083
15985,2137,2083
15986,2137,2083
15992,2137,2083
16001,2137,2083
16028,2137,2083
16114,-,2083
16122,-,2083
16129,2154,2083
16130,2154,2083
16137,2154,2083
16145,2154,2083
16153,2154,2083
16197,2154,2083
16220,2154,2083
16225,2175,2083
16236,2176,2083
16244,2178,2083
16258,2181,2083
16272,2184,2083
16281,2185,2083
16288,2185,2083
16292,2187,2083
16317,2187,2083
16320,-,2083
16337,-,2083
16347,-,2083
16360,2200,2083
16375,2202,2083
16407,-,2083
16441,-,2205
16530,2210,2205
16538,2211,2205
16584,2212,2205
16594,2215,2205
16597,2215,2205
16613,2215,2205
16662,2219,2205
16666,2220,2205
16684,2220,2221
16718,-,2221
16725,-,2221
16731,-,2221
16750,-,2221
16753,-,2221
16778,-,2221
16792,-,2221
16855,2240,2221
16872,-,2221
16880,2244,2221
16884,2244,2221
16894,2244,-
16900,2244,-
16933,-,-
16935,2253,-
16945,2253,-
16952,-,-
16965,-,2261
17007,-,2261
17014,2269,2261
17033,-,2261
17036,-,2261
17039,-,2273
17040,-,2273
17056,-,2273
17063,2280,2273
17069,-,2273
17075,-,2273
17094,-,2273
17095,-,2273
17097,-,2273
17099,-,2273
17106,-,2273
17146,-,2273
17150,-,2273
17154,-,2273
17157,-,2273
17160,-,2273
17169,-,2273
17179,-,2273
17197,2309,2273
17228,-,2273
17233,2313,2273
17235,2313,2273
17253,2313,2273
17274,2317,2273
17286,2319,2273
17301,2320,2273
17304,-,2273
17331,-,2273
17350,-,2273
17355,-,2273
17360,2329,2273
17389,-,2273
17396,-,2273
17420,-,2273
17425,-,2273
17456,-,2273
17498,-,2273
17533,-,2273
17536,-,2273
17546,-,2273
17550,-,2273
17559,2353,2273
17568,2356,2273
17570,-,2273
17571,-,2273
17573,2359,2273
17582,2359,-
17583,2359,-
17601,2359,-
17608,-,2369
17618,-,2369
17623,-,2369
17625,-,2369
17629,-,2369
17635,-,2369
17640,-,2369
17649,-,2369
17656,-,2369
17666,-,2369
17670,-,2369
17695,-,-
17701,-,-
17722,-,-
17737,2401,-
17792,2401,-
17793,2401,2413
17802,2414,2413
17812,-,2413
17819,-,2413
17840,-,2413
17844,-,2413
17849,-,2413
17851,2424,2413
17854,2424,2413
17858,2427,2413
17874,-,2413
17877,-,2413
17882,2434,2413
17896,-,2413
17901,2438,2413
17912,-,2413
17918,-,2413
17930,-,2413
17940,-,2413
17965,-,2413
17966,-,2413
17971,-,2413
17975,-,2413
17981,-,2413
17992,-,2413
17999,-,2413
18009,-,2413
18017,-,2413
18026,-,2413
18043,2485,2413
18050,-,2413
18053,2487,2413
18071,-,2413
18072,2492,2413
18089,-,2413
18103,-,2413
18111,-,2413
18129,-,2413
18192,-,2413
18198,2509,2413
18213,2513,2413
18231,-,2413
18251,-,2413
18253,-,2413
18257,-,2413
18273,-,2413
18296,-,2413
18313,-,2413
18323,-,2413
18366,2535,2413
18379,2535,-
18398,2535,-
18400,2535,2543
18430,2548,2543
18442,2548,-
18455,2550,-
18472,2550,-
18517,-,-
18521,-,-
18524,-,2558
18528,2560,2558
18530,2560,2558
18541,2562,2558
18555,-,2558
18566,-,2558
18583,-,2558
18584,-,2558
18599,2568,2558
18601,2568,2558
18629,-,2558
18635,2572,2558
18638,2572,2558
18715,-,2558
18731,-,2558
18736,-,2558
18743,2583,2558
18753,2584,2558
18758,-,2558
18797,-,2558
18808,2590,2558
18826,-,2558
18847,-,2558
18848,2597,2558
18851,2597,2558
18857,2600,2558
18865,-,2558
18874,2602,2558
18879,2602,2558
18897,-,2604
18904,-,2604
18927,2608,2604
18940,-,2604
18944,-,2604
18984,2613,2604
19015,2614,2604
19047,2616,2604
19060,2618,2604
19094,2622,2604
19098,2622,2604
19100,2622,2604
19102,-,2604
19104,-,2604
19109,2628,2604
19125,2631,2604
19127,2631,2604
19144,2631,-
19156,2631,-
19157,2631,-
19165,2631,-
19176,2631,-
19181,2631,-
19195,2631,-
19226,2631,-
19232,2631,-
19234,2631,-
19244,-,-
19250,-,-
19251,-,-
19253,-,-
19255,2660,-
19262,-,-
19265,-,2663
19284,-,2663
19290,-,2663
19317,-,2663
19321,-,2663
19362,-,2663
19383,2685,2663
19400,2687,2663
19487,-,2663
19492,2692,2663
19504,-,2663
19511,-,2663
19512,-,2663
19518,-,2698
19523,-,2698
19527,-,2701
19536,-,2701
19549,2705,-
19554,2707,-
19560,-,-
19572,-,-
19577,2715,-
19592,-,-
19594,-,-
19598,2721,-
19623,2721,-
19626,2721,2723
19654,2724,2723
19661,2725,2723
19681,2725,2723
19688,2725,2723
19694,2728,2723
19697,2728,2723
19703,2728,2723
19716,2733,2723
19718,-,2723
19722,2736,2723
19745,-,2723
19754,-,2723
19757,-,2723
19768,-,2723
19771,-,2723
19887,2749,2723
19893,2749,2723
19903,2754,2723
19970,2758,-
19973,2758,2760
19975,2758,2760
19999,-,2760
20020,-,2760
20029,-,2760
20040,-,2760
20056,-,2760
20060,-,2760
20077,-,2760
20094,-,2760
20100,2778,2760
20105,2778,2760
20106,2778,2760
20136,-,2760
20181,-,2760
20188,-,2760
20193,-,2760
20220,-,2760
20260,2797,2760
20278,2798,2760
20287,-,2760
20291,2803,2760
20299,2803,2760
20312,2803,2760
20443,-,2810
20446,2811,2810
20459,-,2814
20461,-,2814
20462,2816,2814
20470,-,-
20476,-,2821
20480,-,2821
20486,-,2825
20489,-,2825
20491,-,2825
20505,2831,2825
20507,-,2825
20512,2834,2825
20521,2834,-
20528,-,-
20547,2841,-
20557,-,-
20563,2846,-
20570,2850,-
20571,2850,-
20577,-,-
20579,2853,-
20585,2853,-
20588,2855,-
20592,2859,-
20601,2861,-
20610,-,-
20614,-,-
20618,-,-
20619,-,-
20624,-,-
20627,2869,-
20631,-,-
20635,-,-
20636,-,-
20639,2877,-
20640,2877,-
20652,-,-
20654,2885,-
20660,2885,-
20665,2887,-
20670,2887,-
20680,2887,-
20684,2887,-
20702,2897,2898
20706,2897,-
20721,-,-
20723,-,-
20729,-,2905
20733,-,2905
20735,-,2905
20742,-,2905
20744,-,2905
20754,-,-
20756,-,2911
20759,-,2911
20765,-,2911
20767,2915,2911
20805,-,2919
20815,-,2919
20816,-,2919
20817,-,2919
20827,-,2919
20867,-,2919
20879,2935,2919
20903,2937,2919
20904,2937,2919
20909,2939,2919
20946,2941,2919
20954,2943,2919
20959,2944,2919
20964,2945,2919
20980,2948,2919
20988,-,2949
21032,-,2949
21039,-,2949
21057,2957,2949
21069,2958,2959
21080,-,2959
21092,-,2959
21098,2963,2959
21107,2964,2959
21134,-,2959
21157,-,2959
21204,-,2959
21231,-,2972
21243,-,2972
21246,2978,2972
21385,2992,2972
21406,2996,2972
21413,3001,2972
21422,3001,2972
21430,-,2972
21432,3004,2972
21441,-,-
21442,-,3006
21445,-,3006
21501,3009,3006
21518,3010,3006
21524,3011,3006
21532,-,3006
21539,-,3006
21544,-,3006
21616,3016,3006
21640,3017,3006
21663,3018,3006
21708,-,3006
21712,3026,3006
21715,3026,3006
21736,3030,3006
21741,-,3006
21750,-,3006
21754,3035,3006
21761,-,3038
21765,3041,3038
21768,-,3038
21770,3044,3038
21773,-,3038
21774,3046,3038
21792,3051,3038
21815,-,3038
21816,3056,3038
21822,3057,3038
21825,3057,3038
21834,3057,3038
21841,3057,3038
21851,3057,3038
21856,3064,3038
21869,3064,3038
21877,3064,3038
21886,3069,3038
21899,-,3070
21918,-,3074
21941,-,3074
21958,-,3074
22012,-,3074
22041,3089,3074
22062,3091,3074
22081,3091,3095
22090,3091,3095
22098,3097,3095
22107,-,3095
22146,3099,3095
22148,3099,3095
22168,3102,3095
22192,-,3106
22199,-,3107
22204,3108,3107
22205,3108,3107
22209,3108,3110
22216,3112,3110
22223,3114,3110
22229,-,3110
22230,-,3110
22242,-,3110
22257,-,3110
22272,-,3110
22290,-,3110
22293,-,3110
22295,-,3110
22311,3143,3110
22315,3143,3110
22330,3145,3110
22342,-,3110
22346,-,3110
22363,3154,3110
22364,3154,3110
22383,-,3110
22385,-,3110
22393,-,3110
22398,-,3110
22402,-,3110
22413,-,3172
22422,-,3172
22431,3176,3172
22445,3183,3172
22453,3186,3172
22456,3186,3172
22561,3190,3172
22575,-,3172
22581,3192,3172
22627,-,3172
22636,-,3194
22648,3196,-
22651,3196,-
22686,3199,-
22709,3199,-
22778,3199,-
22805,3199,3206
22812,3199,3206
22850,3211,-
22860,3211,3212
22866,3211,3212
22873,3214,3212
22874,3214,3212
22895,-,3216
22900,3218,3216
22908,3219,3216
22914,3221,3216
22917,3221,-
22918,3221,3223
22927,-,3223
22932,3226,3223
22942,3228,-
22958,3228,-
22964,3228,-
22976,3228,-
22981,3228,-
22982,3228,3237
22990,3228,3237
22991,3228,3237
23012,3243,-
23022,3243,3245
23031,3243,3246
23049,3243,3250
23084,-,3251
23090,3252,3251
23096,3252,3253
23105,3252,3254
23113,3252,3256
23122,3257,3256
23129,-,3263
23138,3259,3258
23148,3259,3260
23169,-,3263
23180,3264,3263
23193,3264,3265
23233,3264,3266
23262,3264,3269
23281,3264,3271
23299,3264,3274
23322,3264,3275
23339,-,-
23349,-,-
23357,-,-
23364,-,3280
23370,-,3280
23389,-,3280
23395,3286,3280
23415,3286,-
23425,3286,3289
23429,3286,3289
23438,3286,3289
23440,3286,3289
23451,3286,3289
23492,3286,-
23504,3286,3299
23510,3286,3300
23517,3286,3300
23523,3286,3302
23528,3286,3302
23544,3286,3302
23551,3286,3302
23569,3286,3302
23595,3286,3302
23601,3286,3302
23614,3286,3302
23667,-,3311
23669,3312,3311
23698,3313,3311
23717,3313,3314
23740,3313,3318
23744,3313,3319
23783,3320,-
23789,3321,-
23791,3321,3322
23824,3321,3323
23829,3321,3323
23843,3321,3325
23847,3326,3325
23860,3326,3327
23884,3326,3328
23960,3326,3328
23976,3326,3328
23985,3326,3328
24015,3326,3328
24041,3326,3335
24048,3326,3335
24064,3326,3335
24072,3326,3335
24080,3326,-
24093,3326,3340
24099,3326,3340
24109,3326,3340
24112,3326,3340
24134,3326,3340
24150,3326,3340
24169,3348,3340
24181,-,3340
24186,-,3340
24191,-,3340
24207,-,3340
24219,-,3340
24226,3355,3340
24235,3355,3340
24252,3355,3340
24261,3355,3340
24278,3362,3340
24338,3362,-
24354,3362,-
24367,3362,-
24374,3362,-
24388,3362,-
24448,3362,-
24494,3362,3376
24505,3362,-
24529,3382,3383
24535,3386,3383
24547,3386,3389
24567,3386,3394
24621,3386,3396
24658,3386,3397
24663,3386,3398
24681,-,3400
24712,-,3400
24757,-,3404
24763,-,3404
24806,3408,3404
24814,3409,3404
24842,3412,-
24855,3412,-
24892,3412,-
24896,3412,-
24909,3412,-
24914,3412,-
24927,3412,-
24938,3412,-
24948,3412,-
24989,3412,-
25013,3412,-
25015,3412,-
25082,3412,-
25130,3412,-
25135,3412,-
25141,3412,-
25148,3412,-
25153,3412,-
25159,3412,-
25166,3412,-
25172,3437,-
25178,3437,-
25183,3437,-
25200,3437,-
25208,3437,-
25230,3437,-
25231,3437,-
25237,3437,-
25257,3437,-
25267,3451,-
25275,3453,-
25289,3456,-
25296,3456,-
25310,3456,-
25349,3456,-
25426,3456,-
25456,3456,-
25463,3456,-
25482,3456,-
25575,3468,-
25582,3469,-
25590,3470,-
25612,3472,-
25625,3472,-
25667,3474,-
25669,3474,-
25791,3474,-
25819,3474,-
25869,3484,-
25886,3485,-
25906,3486,-
25925,3787,-
25948,3488,-
26080,3489,-
26197,-,-
26233,-,-
26399,-,-
26453,-,-
26461,-,-
26495,-,-
26594,-,-
26605,-,-
26612,-,-
26625,-,-
26658,-,-
26736,-,3515
26740,-,3515
26762,-,3517
26778,3518,3517
26800,3519,3517
26814,3520,3517
